'allen_in’,'allen_out’,'screw_in’,'screw_out’,'null’,'time’
0.05,0.05,0.05,0.05,0.8,302.5
0.05,0.05,0.05,0.05,0.8,303
0.05,0.05,0.8,0.05,0.05,303.5
0.05,0.05,0.8,0.05,0.05,304
0.05,0.05,0.8,0.05,0.05,304.5
0.05,0.05,0.8,0.05,0.05,305
0.05,0.05,0.8,0.05,0.05,305.5
0.05,0.05,0.8,0.05,0.05,306
0.05,0.05,0.8,0.05,0.05,306.5
0.05,0.05,0.8,0.05,0.05,307
0.05,0.05,0.8,0.05,0.05,307.5
0.05,0.05,0.8,0.05,0.05,308
0.05,0.05,0.8,0.05,0.05,308.5
0.05,0.05,0.8,0.05,0.05,309
0.05,0.05,0.8,0.05,0.05,309.5
0.05,0.05,0.8,0.05,0.05,310
0.05,0.05,0.8,0.05,0.05,310.5
0.05,0.05,0.8,0.05,0.05,311
0.05,0.05,0.8,0.05,0.05,311.5
0.05,0.05,0.8,0.05,0.05,312
0.05,0.05,0.8,0.05,0.05,312.5
0.05,0.05,0.8,0.05,0.05,313
0.05,0.05,0.8,0.05,0.05,313.5
0.05,0.05,0.8,0.05,0.05,314
0.05,0.05,0.8,0.05,0.05,314.5
0.05,0.05,0.8,0.05,0.05,315
0.05,0.05,0.8,0.05,0.05,315.5
0.05,0.05,0.8,0.05,0.05,316
0.05,0.05,0.8,0.05,0.05,316.5
0.05,0.05,0.8,0.05,0.05,317
0.05,0.05,0.8,0.05,0.05,317.5
0.05,0.05,0.8,0.05,0.05,318
0.05,0.05,0.8,0.05,0.05,318.5
0.05,0.05,0.05,0.05,0.8,319
0.05,0.05,0.05,0.05,0.8,319.5
0.05,0.05,0.05,0.05,0.8,320
0.05,0.05,0.05,0.05,0.8,320.5
0.05,0.05,0.05,0.05,0.8,321
0.05,0.05,0.05,0.05,0.8,321.5
0.05,0.05,0.05,0.05,0.8,322
0.05,0.05,0.05,0.05,0.8,322.5
0.05,0.05,0.05,0.05,0.8,323
0.05,0.05,0.8,0.05,0.05,323.5
0.05,0.05,0.8,0.05,0.05,324
0.05,0.05,0.8,0.05,0.05,324.5
0.05,0.05,0.8,0.05,0.05,325
0.05,0.05,0.8,0.05,0.05,325.5
0.05,0.05,0.8,0.05,0.05,326
0.05,0.05,0.8,0.05,0.05,326.5
0.05,0.05,0.8,0.05,0.05,327
0.05,0.05,0.8,0.05,0.05,327.5
0.05,0.05,0.8,0.05,0.05,328
0.05,0.05,0.8,0.05,0.05,328.5
0.05,0.05,0.8,0.05,0.05,329
0.05,0.05,0.8,0.05,0.05,329.5
0.05,0.05,0.8,0.05,0.05,330
0.05,0.05,0.8,0.05,0.05,330.5
0.05,0.05,0.8,0.05,0.05,331
0.05,0.05,0.8,0.05,0.05,331.5
0.05,0.05,0.8,0.05,0.05,332
0.05,0.05,0.8,0.05,0.05,332.5
0.05,0.05,0.8,0.05,0.05,333
0.05,0.05,0.8,0.05,0.05,333.5
0.05,0.05,0.8,0.05,0.05,334
0.05,0.05,0.8,0.05,0.05,334.5
0.05,0.05,0.8,0.05,0.05,335
0.05,0.05,0.8,0.05,0.05,335.5
0.05,0.05,0.8,0.05,0.05,336
0.05,0.05,0.8,0.05,0.05,336.5
0.05,0.05,0.8,0.05,0.05,337
0.05,0.05,0.8,0.05,0.05,337.5
0.05,0.05,0.8,0.05,0.05,338
0.05,0.05,0.8,0.05,0.05,338.5
0.05,0.05,0.05,0.05,0.8,339
0.05,0.05,0.05,0.05,0.8,339.5
0.05,0.05,0.05,0.05,0.8,340
0.05,0.05,0.05,0.05,0.8,340.5
0.05,0.05,0.05,0.05,0.8,341
0.05,0.05,0.05,0.05,0.8,341.5
0.05,0.05,0.05,0.05,0.8,342
0.05,0.05,0.05,0.05,0.8,342.5
0.05,0.05,0.05,0.05,0.8,343
0.05,0.05,0.8,0.05,0.05,343.5
0.05,0.05,0.8,0.05,0.05,344
0.05,0.05,0.8,0.05,0.05,344.5
0.05,0.05,0.8,0.05,0.05,345
0.05,0.05,0.8,0.05,0.05,345.5
0.05,0.05,0.8,0.05,0.05,346
0.05,0.05,0.8,0.05,0.05,346.5
0.05,0.05,0.8,0.05,0.05,347
0.05,0.05,0.8,0.05,0.05,347.5
0.05,0.05,0.8,0.05,0.05,348
0.05,0.05,0.8,0.05,0.05,348.5
0.05,0.05,0.8,0.05,0.05,349
0.05,0.05,0.8,0.05,0.05,349.5
0.05,0.05,0.8,0.05,0.05,350
0.05,0.05,0.8,0.05,0.05,350.5
0.05,0.05,0.8,0.05,0.05,351
0.05,0.05,0.8,0.05,0.05,351.5
0.05,0.05,0.8,0.05,0.05,352
0.05,0.05,0.8,0.05,0.05,352.5
0.05,0.05,0.8,0.05,0.05,353
0.05,0.05,0.8,0.05,0.05,353.5
0.05,0.05,0.8,0.05,0.05,354
0.05,0.05,0.8,0.05,0.05,354.5
0.05,0.05,0.8,0.05,0.05,355
0.05,0.05,0.8,0.05,0.05,355.5
0.05,0.05,0.8,0.05,0.05,356
0.05,0.05,0.8,0.05,0.05,356.5
0.05,0.05,0.8,0.05,0.05,357
0.05,0.05,0.8,0.05,0.05,357.5
0.05,0.05,0.8,0.05,0.05,358
0.05,0.05,0.8,0.05,0.05,358.5
0.05,0.05,0.8,0.05,0.05,359
0.05,0.05,0.8,0.05,0.05,359.5
0.05,0.05,0.8,0.05,0.05,360
0.05,0.05,0.05,0.05,0.8,360.5
0.05,0.05,0.05,0.05,0.8,361
0.05,0.05,0.05,0.05,0.8,361.5
0.05,0.05,0.05,0.05,0.8,362
0.05,0.05,0.05,0.05,0.8,362.5
0.05,0.05,0.05,0.05,0.8,363
0.05,0.05,0.05,0.05,0.8,363.5
0.05,0.05,0.05,0.05,0.8,364
0.05,0.05,0.05,0.05,0.8,364.5
0.05,0.05,0.05,0.05,0.8,365
0.05,0.05,0.05,0.05,0.8,365.5
0.05,0.05,0.05,0.05,0.8,366
0.05,0.05,0.05,0.05,0.8,366.5
0.05,0.05,0.05,0.05,0.8,367
0.05,0.05,0.05,0.05,0.8,367.5
0.05,0.05,0.05,0.05,0.8,368
0.05,0.05,0.05,0.05,0.8,368.5
0.05,0.05,0.05,0.05,0.8,369
0.05,0.05,0.05,0.05,0.8,369.5
0.05,0.05,0.05,0.05,0.8,370
0.05,0.05,0.05,0.05,0.8,370.5
0.05,0.05,0.05,0.05,0.8,371
0.05,0.05,0.05,0.05,0.8,371.5
0.05,0.05,0.05,0.05,0.8,372
0.05,0.05,0.05,0.05,0.8,372.5
0.05,0.05,0.05,0.05,0.8,373
0.05,0.05,0.05,0.05,0.8,373.5
0.05,0.05,0.05,0.05,0.8,374
0.05,0.05,0.05,0.05,0.8,374.5
0.05,0.05,0.05,0.05,0.8,375
0.05,0.05,0.05,0.05,0.8,375.5
0.05,0.05,0.05,0.05,0.8,376
0.05,0.05,0.05,0.05,0.8,376.5
0.05,0.05,0.05,0.05,0.8,377
0.05,0.05,0.05,0.05,0.8,377.5
0.05,0.05,0.05,0.05,0.8,378
0.05,0.05,0.05,0.05,0.8,378.5
0.05,0.05,0.05,0.05,0.8,379
0.05,0.05,0.05,0.05,0.8,379.5
0.05,0.05,0.05,0.05,0.8,380
0.05,0.05,0.05,0.05,0.8,380.5
0.05,0.05,0.05,0.05,0.8,381
0.05,0.05,0.05,0.05,0.8,381.5
0.05,0.05,0.05,0.05,0.8,382
0.05,0.05,0.05,0.05,0.8,382.5
0.05,0.05,0.05,0.05,0.8,383
0.05,0.05,0.05,0.05,0.8,383.5
0.05,0.05,0.05,0.05,0.8,384
0.05,0.05,0.05,0.05,0.8,384.5
0.05,0.05,0.05,0.05,0.8,385
0.05,0.05,0.05,0.05,0.8,385.5
0.05,0.05,0.05,0.05,0.8,386
0.05,0.05,0.05,0.05,0.8,386.5
0.05,0.05,0.05,0.05,0.8,387
0.05,0.05,0.05,0.05,0.8,387.5
0.05,0.05,0.05,0.05,0.8,388
0.05,0.05,0.05,0.05,0.8,388.5
0.05,0.05,0.05,0.05,0.8,389
0.05,0.05,0.05,0.05,0.8,389.5
0.05,0.05,0.05,0.05,0.8,390
